D_Name,D_SMILES,D_HOMO,D_LUMO,D_lamda_max,A_Name,A_HOMO,A_LUMO,A_lamda_max,VOC (V),JSC (mA/cm²),FF (%),PCE (%),Ratio,D_gap,A_gap,delta_HOMO,delta_LUMO
BTR-Te,CC1=C(C2=CC=C(/C=C3C(N(CCCCCC)C(S/3)=S)=O)S2)SC(C4=C(C)C=C(C5=CC6=C(C7=CC=C(CC(CCCC)CC)S7)C8=C(C=C(C9=CC(C)=C(C(S%10)=CC(C)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC=C(CC(CC)CCCC)S%13)=C6S5)S4)=C1,5.39,-3.33,578.0,Y6,5.66,-4.09,822.0,0.84,23.4,67.0,13.0,16.6667,2.0599999999999996,1.5700000000000003,0.27000000000000046,0.7599999999999998
SD86,ClC1=C(SC(/C=C2C(N(CCCCCC)C(S\2)=S)=O)=C1)C3=C(CCCCCCCC)C=C(C4=CC(S5)=C(S4)C6=C5C(C7=CC=CC(SCC(CCCCCC)CCCCCCCC)=C7)=C(C(SC(C8=CC(CCCCCCCC)=C(C9=C(Cl)C=C(/C=C%10C(N(CCCCCC)C(S\%10)=S)=O)S9)S8)=C%11)=C%11S%12)C%12=C6C%13=CC=CC(SCC(CCCCCCCC)CCCCCC)=C%13)S3,5.4,-3.68,575.0,BTP-eC9,5.62,-3.98,828.0,0.84,24.7,75.24,15.61,1.7,1.7200000000000002,1.6400000000000001,0.21999999999999975,0.2999999999999998
SM-EH-R,O=C(/C(S1)=C\C(S2)=CC=C2C3=C(C(CCCC)CC)C=C(S3)C(S4)=C(CCCCCC)C=C4C5=CC6=C(C7=C(F)C(F)=C(SCC(CC)CCCC)S7)C(SC(C(S8)=CC(CCCCCC)=C8C9=CC(C(CC)CCCC)=C(S9)C(S%10)=CC=C%10/C=C%11C(N(C(S\%11)=S)CCCCCC)=O)=C%12)=C%12C(C(S%13)=C(F)C(F)=C%13SCC(CC)CCCC)=C6S5)N(CCCCCC)C1=S,5.41,-3.57,552.0,N3,5.64,-4.08,751.0,0.85,21.96,63.4,11.9,1.0,1.8400000000000003,1.5599999999999996,0.22999999999999954,0.5100000000000002
BBTSM1,O=C(OCC(CCCC)CC)/C(C#N)=C\C1=CC(CCCCCCCC)=C(S1)C(S2)=CC=C2C3=C(CCCCCCCC)C=C(S3)C4=NC5=C(C6=CC=C(CC(CC)CCCC)S6)C7=C(N=C(C8=CC(CCCCCCCC)=C(C9=CC=C(C%10=C(CCCCCCCC)C=C(/C=C(C#N)\C(OCC(CCCC)CC)=O)S%10)S9)S8)S7)C(C%11=CC=C(CC(CCCC)CC)S%11)=C5S4,5.58,-3.51,563.0,Y6,5.7,-4.08,833.0,0.87,21.6,63.0,11.8,1.8,2.0700000000000003,1.62,0.1200000000000001,0.5700000000000003
GSMD-syn,ClC1=C(CC(CC)CCCC)SC(C2=C3C(SC(C4=CC5=C(S4)C(C6=CC(Cl)=C(CC(CC)CCCC)S6)=C7C(SC(C8=CC(CCCCCC)=C(C9=CC=C(C%10=C(CCCCCC)C=C(/C=C%11SC(N(CCCCCC)C\%11=O)=O)S%10)S9)S8)=C7)=C5C%12=CC(Cl)=C(CC(CC)CCCC)S%12)=C3)=C(C%13=CC(Cl)=C(CC(CC)CCCC)S%13)C%14=C2SC(C%15=CC%16=C(C%17=CC(Cl)=C(CC(CC)CCCC)S%17)C(SC(C%18=CC(CCCCCC)=C(C%19=CC=C(C%20=C(CCCCCC)C=C(/C=C%21SC(N(CCCCCC)C\%21=O)=O)S%20)S%19)S%18)=C%22)=C%22C(C%23=CC(Cl)=C(CC(CC)CCCC)S%23)=C%16S%15)=C%14)=C1,5.47,-3.63,558.0,Y6,5.7,-4.08,833.0,0.88,24.35,56.0,11.95,2.0,1.8399999999999999,1.62,0.23000000000000043,0.4500000000000002
GSMD-anti,ClC1=C(CC(CC)CCCC)SC(C2=C3C(SC(C4=CC5=C(S4)C(C6=CC(Cl)=C(CC(CC)CCCC)S6)=C7C(SC(C8=CC(CCCCCC)=C(C9=CC(CCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=O)S%10)S9)S8)=C7)=C5C%12=CC(Cl)=C(CC(CC)CCCC)S%12)=C3)=C(C%13=CC(Cl)=C(CC(CC)CCCC)S%13)C%14=C2SC(C%15=CC%16=C(C%17=CC(Cl)=C(CC(CC)CCCC)S%17)C(SC(C%18=CC(CCCCCC)=C(C%19=CC(CCCCCC)=C(C%20=CC=C(/C=C%21SC(N(CCCCCC)C\%21=O)=O)S%20)S%19)S%18)=C%22)=C%22C(C%23=CC(Cl)=C(CC(CC)CCCC)S%23)=C%16S%15)=C%14)=C1,5.45,-3.61,562.0,Y6,5.7,-4.08,833.0,0.87,24.54,72.0,15.4,1.5,1.8400000000000003,1.62,0.25,0.4700000000000002
MPHS-P-1F,O=C(N(CC1=CC=C(F)C=C1)C(S/2)=S)C2=C\C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC(S6)=C(S5)C7=C6C(C8=CC(SCC(CCCCCC)CCCCCCCC)=CC=C8)=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11C(N(CC%12=CC=C(F)C=C%12)C(S/%11)=S)=O)S%10)S9)=C%13)=C%13S%14)C%14=C7C%15=CC(SCC(CCCCCCCC)CCCCCC)=CC=C%15,5.36,-3.47,550.0,BTP-eC9,5.64,-4.07,828.0,0.871,20.25,67.24,11.85,1.6,1.8900000000000001,1.5699999999999994,0.27999999999999936,0.6000000000000001
MPHS-P-1F,O=C(N(CC1=CC=C(F)C=C1)C(S/2)=S)C2=C\C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC(S6)=C(S5)C7=C6C(C8=CC(SCC(CCCCCC)CCCCCCCC)=CC=C8)=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11C(N(CC%12=CC=C(F)C=C%12)C(S/%11)=S)=O)S%10)S9)=C%13)=C%13S%14)C%14=C7C%15=CC(SCC(CCCCCCCC)CCCCCC)=CC=C%15,5.36,-3.47,550.0,BTP-eC9,5.64,-4.07,828.0,0.874,21.42,67.25,11.56,2.0,1.8900000000000001,1.5699999999999994,0.27999999999999936,0.6000000000000001
MPHS-P-1F,O=C(N(CC1=CC=C(F)C=C1)C(S/2)=S)C2=C\C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC(S6)=C(S5)C7=C6C(C8=CC(SCC(CCCCCC)CCCCCCCC)=CC=C8)=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11C(N(CC%12=CC=C(F)C=C%12)C(S/%11)=S)=O)S%10)S9)=C%13)=C%13S%14)C%14=C7C%15=CC(SCC(CCCCCCCC)CCCCCC)=CC=C%15,5.36,-3.47,550.0,BTP-eC9,5.64,-4.07,828.0,0.874,21.42,69.98,13.11,1.8,1.8900000000000001,1.5699999999999994,0.27999999999999936,0.6000000000000001
MPHS-m-2F,O=C(N(CC1=CC(F)=CC(F)=C1)C(S/2)=S)C2=C\C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC(S6)=C(S5)C7=C6C(C8=CC(SCC(CCCCCC)CCCCCCCC)=CC=C8)=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11C(N(CC%12=CC(F)=CC(F)=C%12)C(S/%11)=S)=O)S%10)S9)=C%13)=C%13S%14)C%14=C7C%15=CC(SCC(CCCCCCCC)CCCCCC)=CC=C%15,5.38,-3.44,551.0,BTP-eC9,5.64,-4.07,828.0,0.885,20.19,64.99,11.62,1.6,1.94,1.5699999999999994,0.2599999999999998,0.6300000000000003
MPHS-m-2F,O=C(N(CC1=CC(F)=CC(F)=C1)C(S/2)=S)C2=C\C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC(S6)=C(S5)C7=C6C(C8=CC(SCC(CCCCCC)CCCCCCCC)=CC=C8)=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11C(N(CC%12=CC(F)=CC(F)=C%12)C(S/%11)=S)=O)S%10)S9)=C%13)=C%13S%14)C%14=C7C%15=CC(SCC(CCCCCCCC)CCCCCC)=CC=C%15,5.38,-3.44,551.0,BTP-eC9,5.64,-4.07,828.0,0.869,18.22,63.5,10.05,2.0,1.94,1.5699999999999994,0.2599999999999998,0.6300000000000003
MPHS-m-2F,O=C(N(CC1=CC(F)=CC(F)=C1)C(S/2)=S)C2=C\C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC(S6)=C(S5)C7=C6C(C8=CC(SCC(CCCCCC)CCCCCCCC)=CC=C8)=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11C(N(CC%12=CC(F)=CC(F)=C%12)C(S/%11)=S)=O)S%10)S9)=C%13)=C%13S%14)C%14=C7C%15=CC(SCC(CCCCCCCC)CCCCCC)=CC=C%15,5.38,-3.44,551.0,BTP-eC9,5.64,-4.07,828.0,0.872,20.85,67.85,12.33,1.8,1.94,1.5699999999999994,0.2599999999999998,0.6300000000000003
MPHS-m-1F,O=C(N(CC1=CC(F)=CC=C1)C(S/2)=S)C2=C\C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC(S6)=C(S5)C7=C6C(C8=CC(SCC(CCCCCC)CCCCCCCC)=CC=C8)=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11C(N(CC%12=CC(F)=CC=C%12)C(S/%11)=S)=O)S%10)S9)=C%13)=C%13S%14)C%14=C7C%15=CC(SCC(CCCCCCCC)CCCCCC)=CC=C%15,5.36,-3.54,552.0,BTP-eC9,5.64,-4.07,828.0,0.848,23.46,73.81,14.78,1.6,1.8200000000000003,1.5699999999999994,0.27999999999999936,0.5300000000000002
MPHS-m-1F,O=C(N(CC1=CC(F)=CC=C1)C(S/2)=S)C2=C\C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC(S6)=C(S5)C7=C6C(C8=CC(SCC(CCCCCC)CCCCCCCC)=CC=C8)=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11C(N(CC%12=CC(F)=CC=C%12)C(S/%11)=S)=O)S%10)S9)=C%13)=C%13S%14)C%14=C7C%15=CC(SCC(CCCCCCCC)CCCCCC)=CC=C%15,5.36,-3.54,552.0,BTP-eC9,5.64,-4.07,828.0,0.846,19.88,72.69,12.23,2.0,1.8200000000000003,1.5699999999999994,0.27999999999999936,0.5300000000000002
MPHS-m-1F,O=C(N(CC1=CC(F)=CC=C1)C(S/2)=S)C2=C\C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC(S6)=C(S5)C7=C6C(C8=CC(SCC(CCCCCC)CCCCCCCC)=CC=C8)=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11C(N(CC%12=CC(F)=CC=C%12)C(S/%11)=S)=O)S%10)S9)=C%13)=C%13S%14)C%14=C7C%15=CC(SCC(CCCCCCCC)CCCCCC)=CC=C%15,5.36,-3.54,552.0,BTP-eC9,5.64,-4.07,828.0,0.857,24.82,75.72,16.1,1.8,1.8200000000000003,1.5699999999999994,0.27999999999999936,0.5300000000000002
MPHS-C6,S=C(S/1)N(CCCCCC)C(C1=C\C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC(SCC(CCCCCC)CCCCCCCC)=CC=C7)C8=C(C(SC(C(S9)=CC(CCCCCCCC)=C9C%10=CC=C(S%10)/C=C%11SC(N(C\%11=O)CCCCCC)=S)=C%12)=C%12S8)C(C%13=CC(SCC(CCCCCC)CCCCCCCC)=CC=C%13)=C6S5)=O,5.35,-4.1,610.0,Y6,5.7,-4.08,833.0,0.83,24.34,75.74,15.31,1.9,1.25,1.62,0.35000000000000053,0.019999999999999574
FBD-S3,O=C(N(C(S/1)=S)CCCCCC)C1=C\C2=CC=C(C(SC(C3=C(C=C(C4=CC5=C(S4)C6=C(C7=CC(F)=C(SCC(CCCC)CCCCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCCCC)C\%12=O)=S)S%11)S%10)S9)O8)C(C(S%13)=CC(F)=C%13SCC(CCCCCC)CCCC)=C6S5)S3)CCCCCC)=C%14)=C%14CCCCCC)S2,5.29,-3.13,624.0,Y6,5.7,-4.08,833.0,0.847,18.69,48.23,7.63,1.0,2.16,1.62,0.41000000000000014,0.9500000000000002
FBD-S3,O=C(N(C(S/1)=S)CCCCCC)C1=C\C2=CC=C(C(SC(C3=C(C=C(C4=CC5=C(S4)C6=C(C7=CC(F)=C(SCC(CCCC)CCCCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCCCC)C\%12=O)=S)S%11)S%10)S9)O8)C(C(S%13)=CC(F)=C%13SCC(CCCCCC)CCCC)=C6S5)S3)CCCCCC)=C%14)=C%14CCCCCC)S2,5.29,-3.13,624.0,Y6,5.7,-4.08,833.0,0.845,20.89,61.95,10.94,1.4,2.16,1.62,0.41000000000000014,0.9500000000000002
FBD-S3,O=C(N(C(S/1)=S)CCCCCC)C1=C\C2=CC=C(C(SC(C3=C(C=C(C4=CC5=C(S4)C6=C(C7=CC(F)=C(SCC(CCCC)CCCCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCCCC)C\%12=O)=S)S%11)S%10)S9)O8)C(C(S%13)=CC(F)=C%13SCC(CCCCCC)CCCC)=C6S5)S3)CCCCCC)=C%14)=C%14CCCCCC)S2,5.29,-3.13,624.0,Y6,5.7,-4.08,833.0,0.849,20.7,65.13,11.45,2.0,2.16,1.62,0.41000000000000014,0.9500000000000002
FBD-S3,O=C(N(C(S/1)=S)CCCCCC)C1=C\C2=CC=C(C(SC(C3=C(C=C(C4=CC5=C(S4)C6=C(C7=CC(F)=C(SCC(CCCC)CCCCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCCCC)C\%12=O)=S)S%11)S%10)S9)O8)C(C(S%13)=CC(F)=C%13SCC(CCCCCC)CCCC)=C6S5)S3)CCCCCC)=C%14)=C%14CCCCCC)S2,5.29,-3.13,624.0,Y6,5.7,-4.08,833.0,0.849,21.77,67.74,12.53,1.8,2.16,1.62,0.41000000000000014,0.9500000000000002
TBD-S4,O=C(N(C(S/1)=S)CCCCCC)C1=C\C2=CC=C(C(SC(C3=C(C=C(C4=CC5=C(S4)C6=C(C7=CC(F)=C(SCC(CCCC)CCCCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCCCC)C\%12=O)=S)S%11)S%10)S9)S8)C(C(S%13)=CC(F)=C%13SCC(CCCCCC)CCCC)=C6S5)S3)CCCCCC)=C%14)=C%14CCCCCC)S2,5.31,-3.14,618.0,Y6,5.7,-4.08,833.0,0.851,22.82,52.27,10.15,1.0,2.1699999999999995,1.62,0.39000000000000057,0.94
TBD-S4,O=C(N(C(S/1)=S)CCCCCC)C1=C\C2=CC=C(C(SC(C3=C(C=C(C4=CC5=C(S4)C6=C(C7=CC(F)=C(SCC(CCCC)CCCCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCCCC)C\%12=O)=S)S%11)S%10)S9)S8)C(C(S%13)=CC(F)=C%13SCC(CCCCCC)CCCC)=C6S5)S3)CCCCCC)=C%14)=C%14CCCCCC)S2,5.31,-3.14,618.0,Y6,5.7,-4.08,833.0,0.851,23.86,63.42,12.87,1.4,2.1699999999999995,1.62,0.39000000000000057,0.94
TBD-S4,O=C(N(C(S/1)=S)CCCCCC)C1=C\C2=CC=C(C(SC(C3=C(C=C(C4=CC5=C(S4)C6=C(C7=CC(F)=C(SCC(CCCC)CCCCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCCCC)C\%12=O)=S)S%11)S%10)S9)S8)C(C(S%13)=CC(F)=C%13SCC(CCCCCC)CCCC)=C6S5)S3)CCCCCC)=C%14)=C%14CCCCCC)S2,5.31,-3.14,618.0,Y6,5.7,-4.08,833.0,0.852,22.77,71.26,13.82,2.0,2.1699999999999995,1.62,0.39000000000000057,0.94
TBD-S4,O=C(N(C(S/1)=S)CCCCCC)C1=C\C2=CC=C(C(SC(C3=C(C=C(C4=CC5=C(S4)C6=C(C7=CC(F)=C(SCC(CCCC)CCCCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCCCC)C\%12=O)=S)S%11)S%10)S9)S8)C(C(S%13)=CC(F)=C%13SCC(CCCCCC)CCCC)=C6S5)S3)CCCCCC)=C%14)=C%14CCCCCC)S2,5.31,-3.14,618.0,Y6,5.7,-4.08,833.0,0.854,24.53,72.1,15.1,1.8,2.1699999999999995,1.62,0.39000000000000057,0.94
DRCN5T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C(S3)=CC(CCCCCCCC)=C3C4=CC=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.22,-3.41,693.0,IDIC8-M,5.51,-3.76,709.0,1.002,10.36,60.7,6.31,1.0,1.8099999999999996,1.75,0.29000000000000004,0.34999999999999964
DRCN5T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C(S3)=CC(CCCCCCCC)=C3C4=CC=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.22,-3.41,693.0,IDIC8-H,5.52,-3.72,701.0,0.952,13.44,62.5,8.0,1.25,1.8099999999999996,1.7999999999999994,0.2999999999999998,0.31000000000000005
DRCN5T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C(S3)=CC(CCCCCCCC)=C3C4=CC=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.22,-3.41,693.0,IDIC8-F,5.51,-3.82,725.0,0.864,15.21,64.1,8.42,1.0,1.8099999999999996,1.69,0.29000000000000004,0.4099999999999997
DRCN5T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C(S3)=CC(CCCCCCCC)=C3C4=CC=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.22,-3.41,693.0,F-0Cl,5.5,-3.8,750.0,1.09,9.64,52.3,5.49,2.0,1.8099999999999996,1.7000000000000002,0.28000000000000025,0.3899999999999997
DRCN5T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C(S3)=CC(CCCCCCCC)=C3C4=CC=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.22,-3.41,693.0,F-1Cl,5.6,-3.9,780.0,0.975,13.07,63.7,8.12,1.25,1.8099999999999996,1.6999999999999997,0.3799999999999999,0.48999999999999977
DRCN5T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C(S3)=CC(CCCCCCCC)=C3C4=CC=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.22,-3.41,693.0,F-2Cl,5.83,-3.9,760.0,0.906,15.97,68.4,9.89,1.25,1.8099999999999996,1.9300000000000002,0.6100000000000003,0.48999999999999977
DRCN7T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C3=CC(CCCCCCCC)=C(C4=C(CCCCCCCC)C=C(C5=CC=C(C(S6)=CC(CCCCCCCC)=C6C(SC(C7=C(C=C(S7)/C=C8C(N(/C(S/8)=C(C#N)/C#N)CC)=O)CCCCCCCC)=C9)=C9CCCCCCCC)S5)S4)S3)N(CC)C1=C(C#N)/C#N,5.21,-3.54,535.0,Y6,5.7,-4.08,833.0,0.76,8.44,36.48,2.48,1.0,1.67,1.62,0.4900000000000002,0.54
2F7T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C3=CC(CCCCCCCC)=C(C4=C(CCCCCCCC)C=C(C5=C(F)C(F)=C(C(S6)=CC(CCCCCCCC)=C6C(SC(C7=C(C=C(S7)/C=C8C(N(/C(S/8)=C(C#N)/C#N)CC)=O)CCCCCCCC)=C9)=C9CCCCCCCC)S5)S4)S3)N(CC)C1=C(C#N)/C#N,5.29,-3.61,520.0,Y6,5.7,-4.08,833.0,0.79,20.89,54.13,9.41,1.2,1.6800000000000002,1.62,0.41000000000000014,0.4700000000000002
2Cl7T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C3=CC(CCCCCCCC)=C(C4=C(CCCCCCCC)C=C(C5=C(Cl)C(Cl)=C(C(S6)=CC(CCCCCCCC)=C6C(SC(C7=C(C=C(S7)/C=C8C(N(/C(S/8)=C(C#N)/C#N)CC)=O)CCCCCCCC)=C9)=C9CCCCCCCC)S5)S4)S3)N(CC)C1=C(C#N)/C#N,5.39,-3.64,519.0,Y6,5.7,-4.08,833.0,0.83,19.69,68.15,11.45,2.0,1.7499999999999996,1.62,0.3100000000000005,0.43999999999999995
DRTB-T,O=C(N(CC)C/1=O)SC1=C\C(S2)=CC3=C2C(C4=CC=C(CC(CC)CCCC)S4)=C(C=C(C(S5)=CC6=C5C(C7=CC=C(CC(CC)CCCC)S7)=C(C=C(C(S8)=CC9=C8C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(/C=C%11SC(N(CC)C/%11=O)=O)S%12)C%12=C9C%13=CC=C(CC(CCCC)CC)S%13)S%14)C%14=C6C%15=CC=C(CC(CCCC)CC)S%15)S%16)C%16=C3C%17=CC=C(CC(CCCC)CC)S%17,5.51,-3.34,585.0,F-2Cl,5.83,-3.9,760.0,0.969,17.24,64.4,10.76,1.2,2.17,1.9300000000000002,0.3200000000000003,0.56
DRTB-T,O=C(N(CC)C/1=O)SC1=C\C(S2)=CC3=C2C(C4=CC=C(CC(CC)CCCC)S4)=C(C=C(C(S5)=CC6=C5C(C7=CC=C(CC(CC)CCCC)S7)=C(C=C(C(S8)=CC9=C8C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(/C=C%11SC(N(CC)C/%11=O)=O)S%12)C%12=C9C%13=CC=C(CC(CCCC)CC)S%13)S%14)C%14=C6C%15=CC=C(CC(CCCC)CC)S%15)S%16)C%16=C3C%17=CC=C(CC(CCCC)CC)S%17,5.48,-3.56,586.0,IDIC,5.65,-3.97,710.0,0.98,14.22,65.0,9.06,1.2,1.9200000000000004,1.6800000000000002,0.16999999999999993,0.41000000000000014
DRTBT-T-C2,O=C(N(CC)C/1=O)SC1=C\C(S2)=CC3=C2C(C4=CC=C(CC(CC)CCCC)S4)=C(C=C(C(S5)=CC6=C5C(C7=CC=C(CC(CC)CCCC)S7)=C(C=C(C(S8)=CC9=C8C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(/C=C%11SC(N(CC)C/%11=O)=O)S%12)C%12=C9C%13=CC=C(CC(CCCC)CC)S%13)S%14)C%14=C6C%15=CC=C(CC(CCCC)CC)S%15)S%16)C%16=C3C%17=CC=C(CC(CCCC)CC)S%17,5.51,-3.34,581.0,IT-4F,5.66,-4.14,800.0,0.893,16.66,64.0,9.52,1.0,2.17,1.5200000000000005,0.15000000000000036,0.7999999999999998
DRTBT-T-C4,O=C(N(C(CC)C)C/1=O)SC1=C\C(S2)=CC3=C2C(C4=CC=C(CC(CC)CCCC)S4)=C(C=C(C(S5)=CC6=C5C(C7=CC=C(CC(CC)CCCC)S7)=C(C=C(C(S8)=CC9=C8C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(/C=C%11SC(N(C(CC)C)C/%11=O)=O)S%12)C%12=C9C%13=CC=C(CC(CCCC)CC)S%13)S%14)C%14=C6C%15=CC=C(CC(CCCC)CC)S%15)S%16)C%16=C3C%17=CC=C(CC(CCCC)CC)S%17,5.51,-3.34,586.0,IT-4F,5.66,-4.14,800.0,0.909,18.27,68.0,11.24,1.0,2.17,1.5200000000000005,0.15000000000000036,0.7999999999999998
DRTBT-T-C6,O=C(N(CCCCC)C/1=O)SC1=C\C(S2)=CC3=C2C(C4=CC=C(CC(CC)CCCC)S4)=C(C=C(C(S5)=CC6=C5C(C7=CC=C(CC(CC)CCCC)S7)=C(C=C(C(S8)=CC9=C8C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(/C=C%11SC(N(CCCCC)C/%11=O)=O)S%12)C%12=C9C%13=CC=C(CC(CCCC)CC)S%13)S%14)C%14=C6C%15=CC=C(CC(CCCC)CC)S%15)S%16)C%16=C3C%17=CC=C(CC(CCCC)CC)S%17,5.51,-3.34,589.0,IT-4F,5.66,-4.14,800.0,0.929,17.92,63.0,10.52,1.0,2.17,1.5200000000000005,0.15000000000000036,0.7999999999999998
DRTBT-T-C8,O=C(N(CCCCCCC)C/1=O)SC1=C\C(S2)=CC3=C2C(C4=CC=C(CC(CC)CCCC)S4)=C(C=C(C(S5)=CC6=C5C(C7=CC=C(CC(CC)CCCC)S7)=C(C=C(C(S8)=CC9=C8C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(/C=C%11SC(N(CCCCCCC)C/%11=O)=O)S%12)C%12=C9C%13=CC=C(CC(CCCC)CC)S%13)S%14)C%14=C6C%15=CC=C(CC(CCCC)CC)S%15)S%16)C%16=C3C%17=CC=C(CC(CCCC)CC)S%17,5.51,-3.34,581.0,IT-4F,5.66,-4.14,800.0,0.928,16.15,61.0,9.14,1.0,2.17,1.5200000000000005,0.15000000000000036,0.7999999999999998
P2TBR,O=C(N(CC)C/1=O)SC1=C\C(S2)=CC3=C2C(C4=CC=C(CC(CC)CCCC)S4)=C(C=C(C5=CC=C(C6=CC(OCC(CCCC)CC)=C(C7=CSC(C(S8)=CC9=C8C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(/C=C%11SC(N(CC)C/%11=O)=O)S%12)C%12=C9C%13=CC=C(CC(CCCC)CC)S%13)=C7)C=C6OCC(CCCC)CC)S5)S%14)C%14=C3C%15=CC=C(CC(CCCC)CC)S%15,5.36,-3.64,554.0,IDIC,5.65,-3.97,710.0,0.94,17.5,70.1,11.5,1.0,1.7200000000000002,1.6800000000000002,0.29000000000000004,0.33000000000000007
